age,gender,education_type,income_type,family_status,housing_type,family_members,annual_income,credit_amount,annuity_amount,goods_price,ext_source_1,ext_source_2,ext_source_3,employment_years,dti_ratio,lti_ratio,ext_source_mean,TARGET
63,M,Secondary / secondary special,Commercial associate,Civil marriage,House / apartment,3,94590.62,149855.92,6520.48,157646.54,0.9245,0.9456,0.7264,10.45,0.0689,1.5842,0.8655,0
39,M,Higher education,Working,Single / not married,House / apartment,6,124856.94,186143.26,13505.22,196643.31,0.6524,0.8098,0.5278,5.43,0.1082,1.4908,0.6633,0
29,F,Incomplete higher,Working,Married,House / apartment,3,313423.65,238292.93,9170.61,201191.04,0.8907,0.9709,0.4803,8.21,0.0293,0.7603,0.7806,0
47,F,Incomplete higher,Pensioner,Married,House / apartment,3,143176.84,1950225.46,173114.53,2040192.62,0.6094,0.756,0.8147,4.76,1.2091,13.621,0.7267,1
54,M,Higher education,Working,Separated,Rented apartment,2,211406.91,230011.65,9025.47,215317.64,0.6587,0.888,0.8276,3.58,0.0427,1.088,0.7914,0
64,F,Secondary / secondary special,Pensioner,Single / not married,Municipal apartment,3,113405.6,395370.06,33108.9,411813.48,0.6125,0.4086,0.5509,12.74,0.2919,3.4863,0.524,0
24,M,Secondary / secondary special,Working,Married,Rented apartment,3,167097.17,198677.21,10016.43,189151.51,0.6045,0.6571,0.4817,24.52,0.0599,1.189,0.5811,0
56,M,Secondary / secondary special,Working,Single / not married,House / apartment,2,87937.91,422888.65,28455.33,374880.48,0.7549,0.7236,0.8115,3.56,0.3236,4.8089,0.7634,1
38,M,Incomplete higher,Working,Single / not married,House / apartment,3,200308.47,353713.46,21926.72,388072.94,0.7116,0.8648,0.6107,4.91,0.1095,1.7658,0.7291,0
35,F,Secondary / secondary special,Pensioner,Married,House / apartment,3,224770.26,346364.58,11420.83,304868.61,0.4842,0.3651,0.6646,8.1,0.0508,1.541,0.5046,0
33,M,Secondary / secondary special,Working,Separated,House / apartment,2,176122.81,204921.27,15680.95,168750.16,0.752,0.6845,0.6466,5.95,0.089,1.1635,0.6944,0
39,F,Secondary / secondary special,Working,Married,House / apartment,3,89706.86,647182.28,26008.55,579764.26,0.6089,0.8042,0.7354,0.21,0.2899,7.2143,0.7162,1
26,M,Higher education,Working,Single / not married,Rented apartment,4,268351.11,1443509.89,60830.0,1595632.81,0.4076,0.8578,0.4768,1.39,0.2267,5.3792,0.5807,0
32,F,Higher education,Working,Married,House / apartment,3,210715.43,113122.69,6908.91,102448.8,0.826,0.9337,0.3859,8.16,0.0328,0.5368,0.7152,0
57,F,Higher education,Commercial associate,Married,With parents,2,387073.09,241805.33,7571.47,242493.03,0.7019,0.6299,0.6517,0.3,0.0196,0.6247,0.6612,0
37,M,Higher education,State servant,Separated,House / apartment,2,94893.77,624416.95,45065.32,680032.91,0.6643,0.5567,0.5126,0.82,0.4749,6.5801,0.5779,1
43,F,Lower secondary,Pensioner,Married,House / apartment,3,80185.82,629011.82,27472.28,577952.95,0.7927,0.6961,0.9434,5.66,0.3426,7.8443,0.8108,1
46,F,Secondary / secondary special,Working,Single / not married,House / apartment,2,120500.58,448558.18,27642.87,455199.3,0.769,0.7315,0.5036,2.67,0.2294,3.7224,0.668,1
49,M,Incomplete higher,Pensioner,Single / not married,House / apartment,1,357036.03,1747773.71,69930.06,1875709.13,0.9652,0.9257,0.6674,9.94,0.1959,4.8952,0.8528,0
53,M,Incomplete higher,Working,Married,House / apartment,4,1466121.23,244064.7,17518.34,230364.99,0.6236,0.9578,0.6329,5.83,0.0119,0.1665,0.7381,0
47,M,Incomplete higher,Working,Married,With parents,1,124071.37,432519.41,13358.82,391601.02,0.6697,0.953,0.6626,27.05,0.1077,3.486,0.7617,0
45,F,Higher education,Commercial associate,Married,House / apartment,3,458576.46,542203.09,27138.06,477257.02,0.6919,0.8216,0.912,3.92,0.0592,1.1824,0.8085,0
30,F,Secondary / secondary special,Working,Separated,House / apartment,2,121253.3,1322524.18,77910.89,1332240.71,0.8737,0.9212,0.765,2.58,0.6425,10.907,0.8533,1
67,M,Higher education,Pensioner,Single / not married,House / apartment,4,118300.14,384200.96,15425.47,375411.26,0.739,0.6327,0.5879,6.59,0.1304,3.2477,0.6532,0
43,M,Lower secondary,Commercial associate,Single / not married,House / apartment,1,243724.52,218807.34,6576.29,221636.48,0.7695,0.9291,0.7439,2.25,0.027,0.8978,0.8142,0
41,M,Incomplete higher,Working,Married,House / apartment,4,114805.45,326985.79,27419.86,291824.72,0.8479,0.8665,0.4869,1.59,0.2388,2.8481,0.7338,0
41,M,Higher education,Commercial associate,Married,House / apartment,3,108286.89,533870.63,42897.5,573066.82,0.8569,0.9725,0.4232,5.65,0.3961,4.9301,0.7508,0
63,F,Higher education,Working,Separated,Rented apartment,2,181014.97,326769.3,10763.51,304923.05,0.646,0.836,0.6858,6.82,0.0595,1.8052,0.7226,0
33,F,Secondary / secondary special,Working,Separated,House / apartment,3,183770.73,118675.9,8970.72,130490.5,0.8869,0.923,0.5943,0.78,0.0488,0.6458,0.8014,0
57,M,Higher education,Working,Civil marriage,House / apartment,1,523748.48,420180.37,19009.38,368330.08,0.9108,0.6475,0.8726,0.37,0.0363,0.8023,0.8103,0
53,M,Incomplete higher,Working,Civil marriage,House / apartment,3,58264.79,936842.71,29941.41,1076215.18,0.744,0.9283,0.845,1.52,0.5139,16.0788,0.8391,1
44,M,Incomplete higher,Commercial associate,Single / not married,House / apartment,4,246292.84,571557.39,35308.88,525289.18,0.9147,0.6725,0.7366,7.0,0.1434,2.3206,0.7746,0
64,F,Secondary / secondary special,Commercial associate,Married,House / apartment,3,163429.18,193139.39,16398.1,161473.08,0.9284,0.5542,0.7597,9.77,0.1003,1.1818,0.7474,0
31,M,Secondary / secondary special,Pensioner,Married,House / apartment,1,129536.91,327527.67,13907.66,266914.86,0.8281,0.7742,0.515,2.86,0.1074,2.5284,0.7058,0
37,M,Secondary / secondary special,Working,Separated,With parents,2,456987.47,597394.84,24265.0,604352.11,0.8243,0.9166,0.72,0.74,0.0531,1.3072,0.8203,0
24,F,Higher education,Commercial associate,Separated,House / apartment,1,320018.01,314930.38,26750.12,300573.83,0.642,0.9101,0.5111,0.58,0.0836,0.9841,0.6877,0
67,M,Incomplete higher,Pensioner,Married,House / apartment,2,519597.74,187709.51,7508.59,188517.73,0.6751,0.4636,0.5469,13.59,0.0145,0.3613,0.5619,0
45,M,Incomplete higher,Working,Single / not married,House / apartment,2,53845.75,223891.68,6855.46,192429.58,0.9623,0.8744,0.8486,2.7,0.1273,4.1579,0.8951,0
50,F,Higher education,Pensioner,Single / not married,House / apartment,2,44732.84,1929762.48,157265.34,1798266.22,0.7256,0.8882,0.5724,0.53,3.5156,43.1388,0.7287,1
29,M,Secondary / secondary special,Working,Single / not married,House / apartment,1,251582.56,1072055.22,35115.45,1022071.81,0.4968,0.6736,0.5149,0.52,0.1396,4.2612,0.5618,1
41,M,Higher education,Pensioner,Civil marriage,House / apartment,2,136914.31,579214.88,27282.59,540525.26,0.8201,0.746,0.7271,6.44,0.1993,4.2305,0.7644,0
40,M,Incomplete higher,Commercial associate,Single / not married,House / apartment,5,361105.97,367046.65,16657.16,404573.54,0.7356,0.7427,0.7264,20.03,0.0461,1.0164,0.7349,0
39,M,Higher education,Commercial associate,Single / not married,Rented apartment,1,115482.26,214388.21,14810.49,221026.75,0.5503,0.4361,0.817,1.03,0.1282,1.8564,0.6011,0
39,M,Secondary / secondary special,Pensioner,Married,House / apartment,3,135387.55,1293306.18,56786.53,1398880.24,0.6257,0.4506,0.7827,3.28,0.4194,9.5526,0.6197,1
32,F,Higher education,State servant,Married,House / apartment,2,38578.3,348982.17,18191.34,364272.99,0.9313,0.8386,0.7919,12.03,0.4715,9.0458,0.8539,1
57,M,Incomplete higher,State servant,Married,With parents,2,165085.42,192073.16,13989.55,219973.72,0.7116,0.6498,0.4824,1.13,0.0847,1.1635,0.6146,0
62,F,Secondary / secondary special,Commercial associate,Married,House / apartment,4,116438.89,491147.08,29360.16,533296.81,0.6533,0.4003,0.465,16.49,0.2521,4.218,0.5062,0
37,M,Higher education,Working,Married,House / apartment,2,129979.03,1387121.53,96817.27,1587011.55,0.8743,0.6177,0.4319,7.34,0.7449,10.6718,0.6413,1
57,M,Higher education,Pensioner,Married,With parents,4,201049.18,130257.43,5219.11,140282.68,0.7367,0.8142,0.5163,7.08,0.026,0.6479,0.6891,0
59,M,Higher education,Commercial associate,Married,Rented apartment,3,212426.82,172084.81,14960.44,162566.86,0.5881,0.7272,0.5958,6.97,0.0704,0.8101,0.637,0
48,M,Secondary / secondary special,Working,Married,House / apartment,3,344720.63,122597.43,7533.95,103754.34,0.7633,0.8083,0.3533,3.04,0.0219,0.3556,0.6416,0
61,M,Secondary / secondary special,State servant,Married,House / apartment,5,174518.05,275922.34,8503.43,257665.43,0.8761,0.8448,0.4187,1.35,0.0487,1.581,0.7132,0
55,M,Higher education,Commercial associate,Married,House / apartment,4,49648.72,684089.78,35581.52,767699.81,0.7388,0.178,0.4265,1.07,0.7167,13.7783,0.4478,1
67,M,Secondary / secondary special,Working,Married,House / apartment,3,204366.67,214100.17,15918.08,207720.04,0.7121,0.8698,0.8411,9.7,0.0779,1.0476,0.8077,0
38,M,Higher education,Working,Married,House / apartment,3,106891.74,570658.52,29408.41,521211.87,0.3777,0.8889,0.5318,3.36,0.2751,5.3386,0.5995,1
34,F,Incomplete higher,State servant,Single / not married,House / apartment,4,108526.85,707367.9,40919.66,691483.85,0.7721,0.9107,0.4715,0.29,0.377,6.5178,0.7181,1
55,M,Higher education,Working,Married,Rented apartment,2,580830.72,265708.44,10716.38,285911.5,0.7122,0.8595,0.99,6.23,0.0185,0.4575,0.8539,0
64,M,Incomplete higher,Working,Married,Municipal apartment,3,108745.59,892756.43,39833.67,909350.46,0.8609,0.7952,0.945,2.15,0.3663,8.2095,0.867,1
61,M,Secondary / secondary special,Commercial associate,Married,House / apartment,2,53211.93,305312.77,9713.45,300559.37,0.9416,0.8181,0.7171,0.37,0.1825,5.7376,0.8256,1
27,M,Secondary / secondary special,Pensioner,Married,With parents,1,135912.37,617733.89,38323.76,706194.19,0.6667,0.8595,0.5405,0.65,0.282,4.5451,0.6889,1
61,F,Higher education,Commercial associate,Married,House / apartment,6,195571.67,230944.96,14996.09,233018.67,0.6619,0.8904,0.7467,3.03,0.0767,1.1809,0.7663,0
33,M,Higher education,Pensioner,Married,House / apartment,3,156533.83,718567.38,27125.17,607943.85,0.7276,0.8069,0.6969,6.07,0.1733,4.5905,0.7438,1
38,M,Secondary / secondary special,Working,Single / not married,With parents,3,169630.06,166215.46,8387.16,178763.92,0.7371,0.6597,0.9375,1.22,0.0494,0.9799,0.7781,0
57,M,Secondary / secondary special,Commercial associate,Married,Rented apartment,2,210272.68,1233371.44,71370.53,1059599.34,0.8261,0.7593,0.5567,3.95,0.3394,5.8656,0.714,1
33,F,Higher education,Working,Single / not married,House / apartment,2,97625.87,158620.84,14129.6,174337.97,0.5068,0.6373,0.7573,6.46,0.1447,1.6248,0.6338,0
56,M,Incomplete higher,Commercial associate,Civil marriage,House / apartment,4,140300.01,668856.9,36589.47,584923.05,0.5037,0.9322,0.5103,1.48,0.2608,4.7673,0.6487,1
51,M,Secondary / secondary special,Working,Married,Municipal apartment,3,340540.03,572604.55,27393.07,640753.67,0.6639,0.8259,0.8322,1.31,0.0804,1.6815,0.774,0
22,M,Higher education,State servant,Married,Municipal apartment,2,183164.7,1263022.96,78450.24,1323848.34,0.651,0.6691,0.7545,9.48,0.4283,6.8955,0.6915,1
36,M,Secondary / secondary special,Working,Married,House / apartment,2,175693.26,651532.31,44881.06,699360.65,0.8237,0.6508,0.6312,1.18,0.2554,3.7083,0.7019,0
29,M,Incomplete higher,Working,Married,House / apartment,4,36296.4,800213.4,47761.79,911222.07,0.7556,0.7811,0.9598,6.52,1.3158,22.046,0.8322,1
29,F,Higher education,Working,Married,House / apartment,2,421890.99,239306.69,13347.81,215576.38,0.5508,0.8462,0.6289,17.32,0.0316,0.5672,0.6753,0
58,F,Secondary / secondary special,Working,Married,With parents,2,101158.53,323903.37,20983.1,297996.96,0.6442,0.8794,0.7584,3.95,0.2074,3.2019,0.7607,0
31,F,Secondary / secondary special,Working,Single / not married,House / apartment,1,262324.61,1606639.27,100364.64,1581963.47,0.8019,0.9151,0.6771,1.09,0.3826,6.1246,0.7981,0
42,M,Lower secondary,Pensioner,Civil marriage,House / apartment,4,922884.39,309475.66,15152.22,310041.91,0.8165,0.5755,0.3073,0.74,0.0164,0.3353,0.5664,0
53,M,Higher education,Working,Single / not married,House / apartment,3,213421.91,1067260.99,59433.81,1063307.03,0.8588,0.7828,0.5133,11.52,0.2785,5.0007,0.7183,0
56,M,Lower secondary,Pensioner,Married,House / apartment,2,71547.57,344610.95,17354.56,353062.95,0.6547,0.7551,0.4408,0.49,0.2426,4.8165,0.6169,1
65,F,Higher education,Working,Married,House / apartment,2,509565.21,261843.8,15035.69,294156.97,0.273,0.7589,0.417,2.55,0.0295,0.5139,0.483,0
43,M,Secondary / secondary special,Pensioner,Civil marriage,House / apartment,3,157960.09,165355.62,13356.46,146285.17,0.587,0.8175,0.901,3.67,0.0846,1.0468,0.7685,0
65,F,Higher education,Working,Single / not married,House / apartment,3,69348.59,427264.48,25936.74,356093.97,0.7712,0.9288,0.8171,4.72,0.374,6.161,0.839,1
65,M,Higher education,State servant,Married,House / apartment,2,281385.68,469239.83,24438.13,389987.25,0.8346,0.9764,0.8055,3.25,0.0868,1.6676,0.8722,0
54,F,Secondary / secondary special,Commercial associate,Single / not married,House / apartment,2,356497.11,355799.56,29852.09,341710.2,0.8059,0.9211,0.4652,16.45,0.0837,0.998,0.7307,0
29,M,Secondary / secondary special,Working,Single / not married,Rented apartment,2,239364.7,356107.93,17530.82,344949.26,0.5642,0.6605,0.3218,0.19,0.0732,1.4877,0.5155,0
44,M,Higher education,Commercial associate,Married,House / apartment,2,162321.62,1098023.17,69473.74,1258827.3,0.7932,0.634,0.7323,3.82,0.428,6.7644,0.7198,1
28,M,Higher education,State servant,Civil marriage,With parents,2,604864.08,100558.96,5988.54,84973.73,0.8541,0.8422,0.4507,0.37,0.0099,0.1663,0.7157,0
27,F,Higher education,Commercial associate,Single / not married,House / apartment,3,132099.29,352049.26,30310.63,322612.44,0.626,0.6825,0.5811,10.68,0.2295,2.665,0.6298,1
56,M,Secondary / secondary special,Working,Married,House / apartment,5,569498.35,490085.17,25061.82,523130.16,0.7236,0.8365,0.9581,10.27,0.044,0.8606,0.8394,0
38,F,Secondary / secondary special,Commercial associate,Separated,House / apartment,2,324610.69,1138447.94,82199.9,976428.41,0.5661,0.8745,0.6726,6.11,0.2532,3.5071,0.7044,0
23,F,Higher education,Pensioner,Separated,Rented apartment,2,65385.94,500461.83,34231.75,551102.8,0.8631,0.8872,0.5916,0.78,0.5235,7.6538,0.7807,1
48,F,Higher education,State servant,Separated,House / apartment,2,162868.1,160207.89,4825.71,145612.42,0.5855,0.6292,0.9109,1.23,0.0296,0.9837,0.7085,0
26,F,Secondary / secondary special,Commercial associate,Married,House / apartment,2,53789.67,601882.8,43916.99,482526.68,0.4209,0.9248,0.7408,7.27,0.8164,11.1894,0.6955,1
64,F,Incomplete higher,Working,Married,House / apartment,6,140042.9,192911.03,12856.08,181578.72,0.7126,0.6847,0.6416,16.31,0.0918,1.3775,0.6796,0
64,F,Higher education,Pensioner,Single / not married,House / apartment,3,166298.22,1079384.95,57377.92,987031.78,0.6677,0.9205,0.72,1.55,0.345,6.4906,0.7694,1
41,M,Higher education,State servant,Single / not married,House / apartment,3,98728.07,601066.89,48838.87,625104.84,0.7196,0.7814,0.6842,5.88,0.4947,6.088,0.7284,1
48,F,Secondary / secondary special,Working,Married,Municipal apartment,2,198342.48,476056.7,19664.98,458086.19,0.7658,0.2196,0.5021,5.32,0.0991,2.4002,0.4958,0
60,F,Higher education,Working,Married,Rented apartment,4,163519.85,780119.78,62353.95,680727.96,0.6589,0.8624,0.7661,11.67,0.3813,4.7708,0.7625,0
21,M,Secondary / secondary special,Commercial associate,Single / not married,House / apartment,4,291404.48,216746.65,19452.2,187954.11,0.4708,0.3765,0.754,6.13,0.0668,0.7438,0.5338,0
56,F,Lower secondary,Working,Married,House / apartment,3,115523.0,112052.82,6358.55,115564.62,0.525,0.6766,0.7183,10.64,0.055,0.97,0.64,0
41,M,Secondary / secondary special,State servant,Married,House / apartment,2,109156.78,891619.98,50944.62,928972.09,0.6564,0.9023,0.7266,5.83,0.4667,8.1682,0.7618,1
63,M,Secondary / secondary special,Pensioner,Married,House / apartment,2,99959.01,594266.59,47352.33,645704.46,0.8788,0.9693,0.8299,0.52,0.4737,5.945,0.8927,0
55,M,Secondary / secondary special,Working,Separated,Rented apartment,1,195795.26,1762885.15,112253.01,2012611.67,0.6119,0.7373,0.5808,1.81,0.5733,9.0037,0.6434,1
33,M,Higher education,State servant,Married,House / apartment,2,333164.29,406380.83,21772.0,401312.23,0.5434,0.7166,0.7441,6.89,0.0653,1.2198,0.668,0
30,F,Secondary / secondary special,State servant,Married,House / apartment,3,160130.42,204207.07,11190.46,221616.59,0.6873,0.55,0.916,4.1,0.0699,1.2752,0.7178,0
64,F,Incomplete higher,Working,Married,With parents,3,156657.09,163982.15,5793.95,139892.44,0.791,0.8781,0.5114,1.02,0.037,1.0468,0.7268,0
67,F,Incomplete higher,Commercial associate,Married,With parents,3,237072.79,318180.85,19341.27,273048.54,0.5,0.7266,0.669,2.69,0.0816,1.3421,0.6319,0
30,F,Secondary / secondary special,Working,Married,House / apartment,4,91711.16,612823.36,25767.9,654758.02,0.3097,0.6764,0.2276,5.24,0.281,6.682,0.4046,1
66,M,Higher education,Working,Single / not married,House / apartment,2,68260.79,843819.82,60762.58,696451.86,0.6822,0.6468,0.7084,7.34,0.8901,12.3615,0.6792,1
33,M,Higher education,Working,Married,House / apartment,3,206492.5,806903.54,62639.1,847824.81,0.8617,0.5216,0.9467,0.52,0.3033,3.9076,0.7767,1
57,M,Higher education,Working,Single / not married,House / apartment,2,153149.36,885109.33,51581.33,759000.43,0.6829,0.783,0.6865,5.85,0.3368,5.7793,0.7174,1
58,F,Incomplete higher,Pensioner,Married,House / apartment,3,116901.51,526498.35,26167.85,466878.25,0.8912,0.623,0.8232,2.85,0.2238,4.5037,0.7792,1
44,M,Higher education,State servant,Married,House / apartment,1,163383.63,335856.7,22245.93,300288.15,0.3677,0.7493,0.3287,7.84,0.1362,2.0556,0.4819,0
22,F,Higher education,Working,Civil marriage,House / apartment,1,122261.71,411097.9,12547.0,451967.71,0.9876,0.4389,0.831,2.06,0.1026,3.3624,0.7525,0
42,F,Incomplete higher,Working,Married,House / apartment,2,76524.57,962644.2,62222.65,828455.0,0.5579,0.9084,0.5126,11.34,0.8131,12.5794,0.6596,1
37,F,Higher education,Working,Civil marriage,Municipal apartment,3,315379.94,348447.34,24798.69,298189.91,0.6854,0.4749,0.6281,2.52,0.0786,1.1048,0.5961,0
56,M,Secondary / secondary special,State servant,Married,Rented apartment,3,119585.75,950169.06,42196.95,780790.39,0.4204,0.9705,0.7786,19.83,0.3529,7.9454,0.7232,1
34,M,Higher education,Pensioner,Married,House / apartment,1,129243.37,769896.31,59310.48,881604.18,0.5774,0.6925,0.572,14.71,0.4589,5.9569,0.614,1
30,F,Secondary / secondary special,Commercial associate,Civil marriage,House / apartment,4,194328.41,930171.14,63413.32,921838.08,0.5449,0.5865,0.4453,3.62,0.3263,4.7866,0.5256,1
55,F,Higher education,Pensioner,Married,House / apartment,4,174889.86,460488.72,26495.45,468026.69,0.718,0.7133,0.5686,0.32,0.1515,2.633,0.6666,0
45,M,Secondary / secondary special,Working,Single / not married,Municipal apartment,2,139825.62,846583.53,26981.1,942444.24,0.6014,0.7682,0.9261,4.06,0.193,6.0545,0.7652,1
23,F,Secondary / secondary special,Working,Married,House / apartment,1,77955.66,306883.15,9728.3,258902.99,0.9254,0.8251,0.6857,1.8,0.1248,3.9366,0.812,1
67,F,Secondary / secondary special,Working,Married,With parents,3,137753.43,255294.34,8794.94,216156.92,0.8276,0.5229,0.7375,20.33,0.0638,1.8533,0.696,0
58,M,Secondary / secondary special,Commercial associate,Married,House / apartment,4,125284.81,100944.98,6643.21,91655.88,0.8688,0.5051,0.6089,6.95,0.053,0.8057,0.6609,0
